Country_Availability,Year,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Thriller,War,Western
Malaysia,2019.0,43.0,19.0,10.0,9.0,64.0,18.0,24.0,84.0,18.0,16.0,5.0,14.0,6.0,0.0,11.0,0.0,0.0,33.0,13.0,7.0,3.0,33.0,5.0,0.0
Malaysia,2020.0,31.0,23.0,28.0,6.0,120.0,28.0,24.0,138.0,28.0,14.0,1.0,16.0,7.0,6.0,16.0,0.0,1.0,61.0,12.0,10.0,13.0,38.0,2.0,1.0
Malaysia,2021.0,8.0,5.0,1.0,1.0,15.0,4.0,4.0,23.0,1.0,4.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,3.0,1.0,3.0,6.0,0.0,1.0
Mexico,2015.0,18.0,9.0,1.0,1.0,17.0,5.0,6.0,19.0,2.0,8.0,0.0,5.0,3.0,3.0,5.0,0.0,0.0,10.0,5.0,0.0,2.0,12.0,1.0,1.0
Mexico,2016.0,28.0,21.0,12.0,10.0,44.0,18.0,17.0,50.0,16.0,14.0,6.0,5.0,6.0,1.0,11.0,1.0,0.0,15.0,8.0,3.0,4.0,26.0,5.0,0.0
Mexico,2017.0,36.0,21.0,9.0,9.0,87.0,33.0,23.0,90.0,13.0,15.0,7.0,11.0,5.0,1.0,13.0,0.0,0.0,42.0,10.0,3.0,5.0,40.0,3.0,1.0
Mexico,2018.0,59.0,29.0,8.0,21.0,116.0,37.0,27.0,139.0,15.0,31.0,12.0,19.0,7.0,9.0,19.0,0.0,1.0,52.0,14.0,5.0,10.0,59.0,8.0,3.0
Mexico,2019.0,38.0,16.0,13.0,12.0,87.0,23.0,27.0,82.0,19.0,17.0,3.0,19.0,8.0,2.0,13.0,0.0,0.0,33.0,10.0,7.0,4.0,32.0,1.0,1.0
Mexico,2020.0,32.0,24.0,25.0,9.0,105.0,30.0,27.0,124.0,29.0,12.0,3.0,10.0,9.0,1.0,16.0,0.0,1.0,50.0,11.0,9.0,11.0,43.0,2.0,1.0
Mexico,2021.0,8.0,5.0,1.0,1.0,9.0,5.0,6.0,17.0,1.0,4.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,1.0,2.0,4.0,0.0,1.0
Netherlands,2015.0,12.0,8.0,0.0,1.0,19.0,5.0,6.0,15.0,5.0,5.0,0.0,2.0,1.0,2.0,5.0,0.0,0.0,12.0,6.0,0.0,1.0,15.0,2.0,1.0
Netherlands,2016.0,27.0,19.0,12.0,9.0,46.0,20.0,14.0,46.0,16.0,10.0,5.0,6.0,6.0,1.0,9.0,1.0,0.0,21.0,9.0,2.0,5.0,29.0,5.0,2.0
Netherlands,2017.0,31.0,21.0,7.0,8.0,74.0,31.0,23.0,76.0,11.0,13.0,6.0,8.0,6.0,2.0,12.0,0.0,0.0,34.0,10.0,3.0,5.0,35.0,3.0,1.0
Netherlands,2018.0,46.0,19.0,5.0,16.0,88.0,28.0,25.0,108.0,13.0,16.0,7.0,14.0,3.0,7.0,18.0,0.0,1.0,37.0,13.0,4.0,9.0,50.0,6.0,3.0
Netherlands,2019.0,35.0,18.0,11.0,10.0,76.0,20.0,22.0,66.0,20.0,18.0,5.0,12.0,3.0,0.0,14.0,0.0,0.0,27.0,9.0,9.0,2.0,26.0,4.0,0.0
Netherlands,2020.0,34.0,26.0,28.0,6.0,100.0,29.0,26.0,113.0,31.0,13.0,2.0,9.0,6.0,1.0,15.0,0.0,1.0,49.0,11.0,10.0,12.0,41.0,2.0,1.0
Netherlands,2021.0,10.0,8.0,1.0,1.0,26.0,10.0,4.0,32.0,6.0,8.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,5.0,3.0,2.0,12.0,0.0,1.0
Poland,2015.0,11.0,12.0,1.0,1.0,24.0,1.0,6.0,21.0,2.0,9.0,0.0,5.0,2.0,3.0,4.0,0.0,0.0,15.0,9.0,0.0,1.0,8.0,1.0,2.0
Poland,2016.0,23.0,19.0,14.0,8.0,45.0,19.0,15.0,49.0,16.0,12.0,5.0,5.0,7.0,2.0,10.0,1.0,0.0,15.0,8.0,2.0,2.0,27.0,4.0,1.0
Poland,2017.0,23.0,20.0,8.0,8.0,76.0,30.0,22.0,78.0,11.0,13.0,4.0,8.0,4.0,1.0,12.0,0.0,0.0,33.0,5.0,2.0,4.0,30.0,3.0,1.0
Poland,2018.0,45.0,23.0,7.0,19.0,83.0,29.0,22.0,107.0,9.0,16.0,9.0,15.0,3.0,3.0,13.0,0.0,1.0,36.0,12.0,4.0,9.0,47.0,7.0,2.0
Poland,2019.0,37.0,21.0,14.0,9.0,93.0,21.0,23.0,86.0,20.0,20.0,7.0,14.0,4.0,4.0,10.0,0.0,0.0,30.0,10.0,8.0,4.0,30.0,6.0,0.0
Poland,2020.0,36.0,27.0,27.0,8.0,107.0,32.0,26.0,131.0,31.0,15.0,4.0,14.0,7.0,2.0,20.0,0.0,1.0,59.0,13.0,10.0,12.0,44.0,3.0,2.0
Poland,2021.0,13.0,10.0,2.0,2.0,26.0,11.0,7.0,36.0,5.0,9.0,3.0,2.0,4.0,1.0,5.0,0.0,0.0,6.0,7.0,3.0,2.0,13.0,1.0,1.0
Portugal,2015.0,9.0,7.0,0.0,2.0,20.0,3.0,4.0,12.0,2.0,5.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,11.0,7.0,0.0,1.0,10.0,2.0,2.0
Portugal,2016.0,17.0,15.0,11.0,9.0,39.0,15.0,16.0,38.0,13.0,9.0,4.0,3.0,5.0,1.0,10.0,1.0,0.0,15.0,7.0,2.0,3.0,20.0,4.0,0.0
Portugal,2017.0,20.0,16.0,5.0,7.0,61.0,28.0,21.0,63.0,9.0,9.0,2.0,6.0,4.0,1.0,9.0,0.0,0.0,28.0,5.0,2.0,6.0,26.0,2.0,1.0
Portugal,2018.0,40.0,17.0,4.0,14.0,76.0,27.0,24.0,94.0,8.0,10.0,7.0,13.0,4.0,4.0,12.0,0.0,1.0,33.0,9.0,4.0,8.0,45.0,5.0,0.0
Portugal,2019.0,35.0,21.0,11.0,9.0,78.0,18.0,24.0,67.0,17.0,16.0,4.0,16.0,4.0,1.0,12.0,0.0,0.0,26.0,13.0,8.0,3.0,24.0,2.0,0.0
Portugal,2020.0,30.0,23.0,26.0,6.0,97.0,26.0,26.0,113.0,26.0,12.0,3.0,10.0,7.0,2.0,17.0,0.0,1.0,49.0,13.0,9.0,12.0,40.0,1.0,1.0
Portugal,2021.0,12.0,8.0,1.0,1.0,23.0,10.0,5.0,34.0,5.0,9.0,3.0,1.0,2.0,0.0,5.0,0.0,0.0,4.0,5.0,3.0,2.0,12.0,1.0,1.0
Romania,2015.0,20.0,14.0,1.0,1.0,25.0,3.0,6.0,28.0,3.0,11.0,0.0,5.0,2.0,3.0,5.0,0.0,0.0,15.0,9.0,0.0,0.0,14.0,0.0,2.0
Romania,2016.0,24.0,16.0,12.0,10.0,54.0,23.0,17.0,49.0,16.0,12.0,5.0,5.0,7.0,3.0,11.0,1.0,0.0,17.0,4.0,3.0,4.0,32.0,3.0,1.0
Romania,2017.0,29.0,16.0,6.0,10.0,70.0,34.0,25.0,93.0,10.0,12.0,8.0,9.0,3.0,1.0,15.0,0.0,0.0,35.0,7.0,3.0,5.0,40.0,5.0,1.0
Romania,2018.0,67.0,25.0,5.0,19.0,131.0,41.0,28.0,170.0,15.0,27.0,9.0,30.0,7.0,9.0,21.0,0.0,1.0,66.0,12.0,4.0,11.0,69.0,7.0,2.0
Romania,2019.0,41.0,18.0,12.0,11.0,96.0,20.0,29.0,108.0,22.0,18.0,4.0,20.0,6.0,0.0,18.0,0.0,0.0,38.0,10.0,8.0,4.0,37.0,5.0,0.0
Romania,2020.0,35.0,26.0,26.0,5.0,102.0,32.0,26.0,131.0,31.0,14.0,1.0,14.0,7.0,3.0,17.0,0.0,1.0,54.0,11.0,10.0,12.0,44.0,2.0,1.0
Romania,2021.0,12.0,8.0,1.0,1.0,23.0,9.0,5.0,31.0,5.0,9.0,3.0,2.0,3.0,1.0,4.0,0.0,0.0,3.0,5.0,3.0,2.0,10.0,1.0,1.0
Russia,2015.0,16.0,8.0,2.0,1.0,17.0,4.0,6.0,15.0,3.0,7.0,0.0,3.0,2.0,5.0,3.0,0.0,0.0,9.0,5.0,0.0,1.0,8.0,1.0,2.0
Russia,2016.0,22.0,15.0,11.0,9.0,39.0,18.0,17.0,44.0,13.0,11.0,5.0,1.0,5.0,2.0,11.0,1.0,0.0,15.0,7.0,2.0,3.0,24.0,4.0,1.0
Russia,2017.0,37.0,16.0,5.0,7.0,79.0,32.0,23.0,91.0,12.0,10.0,4.0,7.0,4.0,4.0,11.0,0.0,0.0,39.0,5.0,4.0,5.0,33.0,5.0,1.0
Russia,2018.0,63.0,23.0,5.0,15.0,130.0,42.0,29.0,163.0,14.0,23.0,12.0,26.0,7.0,8.0,20.0,0.0,1.0,65.0,8.0,4.0,10.0,67.0,6.0,0.0
Russia,2019.0,37.0,14.0,11.0,7.0,84.0,21.0,25.0,89.0,19.0,15.0,4.0,17.0,5.0,0.0,14.0,0.0,0.0,33.0,9.0,8.0,3.0,30.0,3.0,0.0
Russia,2020.0,34.0,28.0,26.0,6.0,107.0,27.0,26.0,118.0,31.0,15.0,4.0,10.0,8.0,3.0,20.0,0.0,1.0,52.0,12.0,9.0,12.0,39.0,1.0,2.0
Russia,2021.0,7.0,5.0,1.0,2.0,12.0,4.0,4.0,18.0,1.0,4.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,2.0,2.0,4.0,0.0,1.0
Singapore,2015.0,28.0,13.0,5.0,2.0,21.0,11.0,4.0,32.0,3.0,10.0,0.0,5.0,2.0,5.0,5.0,0.0,0.0,17.0,8.0,0.0,2.0,21.0,0.0,3.0
Singapore,2016.0,28.0,22.0,13.0,7.0,53.0,21.0,15.0,48.0,17.0,17.0,4.0,5.0,9.0,2.0,14.0,1.0,0.0,21.0,8.0,2.0,4.0,31.0,4.0,1.0
Singapore,2017.0,30.0,21.0,5.0,9.0,67.0,27.0,22.0,76.0,10.0,12.0,4.0,6.0,3.0,1.0,9.0,0.0,0.0,31.0,9.0,2.0,4.0,32.0,3.0,1.0
Singapore,2018.0,66.0,22.0,4.0,18.0,127.0,45.0,29.0,165.0,13.0,19.0,11.0,23.0,7.0,9.0,18.0,0.0,1.0,59.0,10.0,4.0,14.0,70.0,7.0,1.0
Singapore,2019.0,41.0,19.0,11.0,10.0,95.0,20.0,27.0,98.0,20.0,18.0,6.0,21.0,6.0,0.0,16.0,0.0,0.0,40.0,13.0,7.0,3.0,34.0,6.0,0.0
Singapore,2020.0,34.0,26.0,29.0,10.0,136.0,31.0,25.0,156.0,31.0,15.0,3.0,18.0,7.0,6.0,18.0,0.0,1.0,67.0,13.0,11.0,14.0,41.0,2.0,1.0
Singapore,2021.0,9.0,7.0,1.0,1.0,16.0,4.0,4.0,24.0,2.0,6.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,5.0,5.0,1.0,3.0,6.0,0.0,1.0
Slovakia,2015.0,20.0,12.0,1.0,2.0,21.0,1.0,6.0,27.0,3.0,10.0,0.0,5.0,2.0,3.0,4.0,0.0,0.0,15.0,8.0,0.0,1.0,12.0,1.0,2.0
Slovakia,2016.0,22.0,19.0,12.0,9.0,50.0,21.0,16.0,51.0,15.0,12.0,5.0,6.0,7.0,2.0,12.0,1.0,0.0,14.0,3.0,3.0,4.0,31.0,3.0,1.0
Slovakia,2017.0,36.0,17.0,5.0,9.0,72.0,34.0,24.0,102.0,11.0,13.0,8.0,8.0,4.0,3.0,14.0,0.0,0.0,41.0,8.0,4.0,5.0,38.0,6.0,1.0
Slovakia,2018.0,61.0,24.0,5.0,18.0,121.0,37.0,28.0,155.0,13.0,24.0,8.0,26.0,7.0,7.0,19.0,0.0,1.0,60.0,13.0,4.0,11.0,59.0,7.0,2.0
Slovakia,2019.0,42.0,21.0,15.0,12.0,106.0,25.0,28.0,108.0,26.0,19.0,5.0,17.0,7.0,1.0,15.0,0.0,0.0,38.0,11.0,9.0,3.0,38.0,4.0,0.0
Slovakia,2020.0,37.0,30.0,24.0,6.0,123.0,35.0,28.0,125.0,32.0,20.0,1.0,10.0,8.0,6.0,20.0,0.0,1.0,59.0,14.0,10.0,11.0,44.0,3.0,1.0
Slovakia,2021.0,12.0,8.0,1.0,1.0,23.0,9.0,5.0,31.0,5.0,9.0,3.0,2.0,3.0,1.0,4.0,0.0,0.0,4.0,5.0,3.0,2.0,10.0,1.0,1.0
South Africa,2015.0,17.0,5.0,1.0,2.0,19.0,7.0,4.0,23.0,2.0,8.0,1.0,3.0,1.0,3.0,5.0,0.0,0.0,12.0,7.0,0.0,1.0,12.0,0.0,2.0
South Africa,2016.0,23.0,18.0,13.0,7.0,46.0,16.0,17.0,40.0,15.0,14.0,4.0,3.0,7.0,2.0,9.0,1.0,0.0,12.0,7.0,2.0,3.0,26.0,3.0,0.0
South Africa,2017.0,38.0,19.0,5.0,7.0,77.0,30.0,26.0,91.0,11.0,15.0,5.0,9.0,4.0,4.0,13.0,0.0,0.0,39.0,7.0,4.0,4.0,36.0,4.0,1.0
South Africa,2018.0,62.0,22.0,5.0,15.0,128.0,37.0,29.0,159.0,15.0,22.0,10.0,28.0,6.0,8.0,20.0,0.0,1.0,64.0,11.0,4.0,10.0,64.0,6.0,0.0
South Africa,2019.0,38.0,19.0,13.0,9.0,89.0,20.0,26.0,96.0,22.0,19.0,4.0,20.0,6.0,1.0,15.0,0.0,0.0,34.0,11.0,8.0,3.0,35.0,4.0,0.0
South Africa,2020.0,31.0,22.0,28.0,6.0,106.0,25.0,28.0,120.0,29.0,13.0,2.0,11.0,7.0,3.0,16.0,0.0,2.0,55.0,13.0,12.0,11.0,39.0,1.0,1.0
South Africa,2021.0,8.0,5.0,1.0,1.0,10.0,4.0,4.0,16.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,1.0,2.0,4.0,0.0,1.0
South Korea,2015.0,22.0,14.0,1.0,2.0,25.0,11.0,4.0,37.0,3.0,10.0,1.0,3.0,1.0,3.0,5.0,0.0,0.0,17.0,10.0,1.0,1.0,17.0,0.0,3.0
South Korea,2016.0,54.0,27.0,14.0,10.0,55.0,31.0,14.0,67.0,15.0,14.0,7.0,10.0,6.0,0.0,12.0,1.0,0.0,26.0,19.0,2.0,4.0,54.0,5.0,1.0
South Korea,2017.0,38.0,20.0,10.0,7.0,68.0,31.0,22.0,80.0,15.0,17.0,8.0,10.0,3.0,4.0,12.0,0.0,0.0,34.0,9.0,2.0,6.0,39.0,2.0,1.0
South Korea,2018.0,57.0,27.0,11.0,13.0,101.0,41.0,24.0,142.0,11.0,28.0,8.0,20.0,6.0,2.0,20.0,0.0,1.0,47.0,15.0,4.0,7.0,55.0,9.0,3.0
South Korea,2019.0,37.0,16.0,17.0,11.0,75.0,23.0,22.0,93.0,19.0,21.0,8.0,14.0,5.0,0.0,12.0,0.0,0.0,40.0,10.0,7.0,6.0,26.0,5.0,0.0
South Korea,2020.0,19.0,25.0,31.0,7.0,72.0,13.0,21.0,75.0,32.0,18.0,5.0,7.0,5.0,4.0,15.0,0.0,1.0,35.0,11.0,7.0,7.0,26.0,3.0,1.0
South Korea,2021.0,3.0,2.0,2.0,1.0,9.0,2.0,4.0,14.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,4.0,1.0,1.0,2.0,0.0,1.0
Spain,2015.0,13.0,11.0,1.0,2.0,19.0,6.0,6.0,16.0,3.0,5.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,12.0,8.0,0.0,2.0,14.0,1.0,1.0
Spain,2016.0,19.0,14.0,10.0,9.0,38.0,16.0,17.0,42.0,11.0,8.0,5.0,4.0,5.0,1.0,12.0,1.0,0.0,17.0,6.0,2.0,3.0,25.0,4.0,1.0
Spain,2017.0,26.0,20.0,6.0,6.0,81.0,29.0,24.0,74.0,12.0,11.0,3.0,5.0,3.0,1.0,10.0,0.0,0.0,34.0,5.0,3.0,5.0,26.0,3.0,1.0
Spain,2018.0,42.0,20.0,9.0,14.0,95.0,30.0,28.0,107.0,13.0,17.0,7.0,12.0,3.0,6.0,15.0,0.0,1.0,37.0,9.0,5.0,9.0,45.0,5.0,1.0
Spain,2019.0,39.0,19.0,12.0,12.0,77.0,27.0,25.0,77.0,21.0,18.0,6.0,15.0,6.0,1.0,12.0,0.0,0.0,26.0,11.0,8.0,3.0,27.0,3.0,0.0
Spain,2020.0,32.0,25.0,30.0,7.0,100.0,29.0,27.0,114.0,29.0,13.0,2.0,9.0,9.0,3.0,19.0,0.0,1.0,49.0,11.0,10.0,10.0,43.0,3.0,1.0
Spain,2021.0,12.0,8.0,1.0,1.0,23.0,10.0,5.0,34.0,5.0,9.0,3.0,1.0,2.0,0.0,5.0,0.0,0.0,4.0,5.0,3.0,2.0,12.0,1.0,1.0
Sweden,2015.0,11.0,6.0,0.0,3.0,22.0,4.0,6.0,12.0,2.0,6.0,1.0,2.0,1.0,3.0,4.0,0.0,0.0,12.0,7.0,0.0,1.0,9.0,2.0,2.0
Sweden,2016.0,26.0,16.0,14.0,10.0,43.0,22.0,14.0,52.0,14.0,10.0,6.0,2.0,6.0,2.0,14.0,1.0,0.0,18.0,7.0,2.0,3.0,29.0,4.0,1.0
Sweden,2017.0,25.0,20.0,6.0,7.0,69.0,30.0,22.0,76.0,11.0,13.0,6.0,10.0,4.0,2.0,15.0,0.0,0.0,31.0,10.0,3.0,5.0,37.0,5.0,1.0
Sweden,2018.0,40.0,17.0,3.0,15.0,79.0,28.0,23.0,99.0,7.0,9.0,6.0,12.0,4.0,4.0,12.0,0.0,1.0,32.0,11.0,5.0,8.0,46.0,5.0,1.0
Sweden,2019.0,27.0,13.0,13.0,11.0,73.0,19.0,21.0,73.0,17.0,14.0,3.0,12.0,4.0,0.0,11.0,0.0,0.0,28.0,7.0,7.0,2.0,20.0,3.0,0.0
Sweden,2020.0,37.0,28.0,28.0,8.0,114.0,31.0,30.0,129.0,41.0,18.0,3.0,12.0,9.0,3.0,19.0,0.0,1.0,55.0,14.0,9.0,13.0,41.0,2.0,1.0
Sweden,2021.0,7.0,5.0,1.0,2.0,6.0,3.0,4.0,13.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,5.0,0.0,1.0
Switzerland,2015.0,25.0,19.0,1.0,5.0,34.0,8.0,7.0,30.0,6.0,9.0,2.0,6.0,1.0,3.0,10.0,0.0,0.0,18.0,12.0,0.0,1.0,23.0,3.0,4.0
Switzerland,2016.0,36.0,23.0,11.0,15.0,53.0,28.0,15.0,59.0,15.0,11.0,10.0,8.0,7.0,2.0,11.0,1.0,0.0,24.0,9.0,2.0,5.0,39.0,7.0,1.0
Switzerland,2017.0,37.0,26.0,10.0,9.0,77.0,30.0,23.0,91.0,17.0,19.0,7.0,11.0,4.0,1.0,18.0,0.0,0.0,37.0,13.0,3.0,6.0,39.0,6.0,1.0
Switzerland,2018.0,55.0,23.0,9.0,16.0,105.0,37.0,22.0,120.0,15.0,22.0,9.0,19.0,7.0,8.0,17.0,0.0,1.0,46.0,16.0,1.0,9.0,55.0,5.0,3.0
Switzerland,2019.0,42.0,24.0,11.0,12.0,83.0,25.0,23.0,85.0,22.0,17.0,5.0,17.0,6.0,1.0,13.0,0.0,0.0,28.0,8.0,8.0,3.0,37.0,3.0,0.0
Switzerland,2020.0,32.0,24.0,24.0,6.0,107.0,27.0,26.0,122.0,32.0,14.0,5.0,7.0,8.0,2.0,16.0,0.0,1.0,53.0,10.0,9.0,11.0,39.0,2.0,1.0
Switzerland,2021.0,9.0,7.0,2.0,2.0,21.0,6.0,5.0,30.0,6.0,6.0,3.0,2.0,2.0,0.0,6.0,0.0,0.0,5.0,3.0,3.0,2.0,10.0,1.0,1.0
Thailand,2015.0,22.0,9.0,2.0,1.0,19.0,10.0,4.0,27.0,2.0,10.0,0.0,5.0,2.0,5.0,6.0,0.0,0.0,12.0,7.0,0.0,2.0,19.0,0.0,2.0
Thailand,2016.0,28.0,20.0,13.0,8.0,52.0,20.0,17.0,49.0,17.0,16.0,5.0,5.0,11.0,2.0,12.0,1.0,0.0,22.0,7.0,3.0,4.0,30.0,4.0,0.0
Thailand,2017.0,27.0,19.0,5.0,9.0,71.0,28.0,22.0,76.0,10.0,12.0,6.0,5.0,3.0,2.0,9.0,0.0,0.0,33.0,7.0,2.0,5.0,33.0,3.0,1.0
Thailand,2018.0,65.0,22.0,3.0,18.0,123.0,41.0,30.0,168.0,12.0,20.0,11.0,26.0,7.0,8.0,19.0,0.0,1.0,61.0,11.0,5.0,13.0,71.0,8.0,1.0
Thailand,2019.0,44.0,19.0,11.0,10.0,103.0,19.0,27.0,106.0,21.0,24.0,6.0,28.0,6.0,0.0,14.0,0.0,0.0,46.0,13.0,7.0,3.0,33.0,6.0,0.0
Thailand,2020.0,35.0,26.0,29.0,9.0,134.0,32.0,26.0,153.0,31.0,15.0,2.0,19.0,7.0,5.0,17.0,0.0,1.0,71.0,11.0,10.0,12.0,43.0,2.0,1.0
Thailand,2021.0,9.0,6.0,1.0,1.0,12.0,3.0,4.0,20.0,2.0,5.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,6.0,4.0,1.0,3.0,4.0,0.0,1.0
Turkey,2015.0,8.0,7.0,0.0,1.0,11.0,3.0,6.0,11.0,2.0,6.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,7.0,5.0,1.0,1.0,7.0,0.0,1.0
Turkey,2016.0,16.0,12.0,11.0,9.0,35.0,17.0,15.0,39.0,13.0,10.0,4.0,1.0,6.0,2.0,11.0,1.0,0.0,12.0,8.0,3.0,3.0,21.0,3.0,1.0
Turkey,2017.0,26.0,15.0,6.0,5.0,67.0,28.0,23.0,70.0,9.0,10.0,5.0,7.0,3.0,2.0,12.0,0.0,0.0,29.0,6.0,4.0,5.0,31.0,2.0,1.0
Turkey,2018.0,48.0,23.0,5.0,13.0,85.0,29.0,24.0,102.0,10.0,17.0,7.0,17.0,4.0,3.0,19.0,0.0,1.0,37.0,14.0,4.0,8.0,52.0,6.0,2.0
Turkey,2019.0,34.0,18.0,12.0,9.0,83.0,20.0,22.0,72.0,19.0,19.0,5.0,11.0,6.0,0.0,11.0,0.0,0.0,31.0,10.0,8.0,2.0,22.0,3.0,0.0
Turkey,2020.0,36.0,29.0,28.0,6.0,130.0,33.0,26.0,128.0,29.0,16.0,4.0,14.0,9.0,2.0,16.0,0.0,1.0,61.0,12.0,11.0,12.0,43.0,2.0,3.0
Turkey,2021.0,7.0,5.0,1.0,1.0,9.0,3.0,4.0,16.0,1.0,4.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,1.0,2.0,4.0,0.0,1.0
United Kingdom,2015.0,21.0,9.0,2.0,3.0,32.0,9.0,5.0,23.0,4.0,9.0,2.0,4.0,3.0,4.0,6.0,0.0,0.0,15.0,7.0,0.0,1.0,13.0,0.0,2.0
United Kingdom,2016.0,25.0,24.0,15.0,11.0,57.0,18.0,18.0,56.0,18.0,17.0,6.0,9.0,9.0,1.0,13.0,1.0,0.0,15.0,10.0,2.0,3.0,28.0,5.0,0.0
United Kingdom,2017.0,45.0,21.0,10.0,11.0,82.0,33.0,29.0,103.0,13.0,15.0,6.0,10.0,6.0,5.0,17.0,0.0,0.0,43.0,7.0,5.0,5.0,37.0,5.0,1.0
United Kingdom,2018.0,63.0,23.0,7.0,17.0,143.0,41.0,31.0,164.0,16.0,19.0,10.0,27.0,7.0,10.0,17.0,0.0,1.0,67.0,12.0,5.0,11.0,64.0,8.0,2.0
United Kingdom,2019.0,46.0,24.0,17.0,11.0,98.0,25.0,29.0,118.0,26.0,26.0,6.0,27.0,7.0,0.0,17.0,0.0,0.0,39.0,14.0,8.0,3.0,39.0,7.0,0.0
United Kingdom,2020.0,35.0,27.0,31.0,10.0,115.0,35.0,34.0,145.0,35.0,19.0,5.0,18.0,11.0,5.0,23.0,0.0,1.0,60.0,14.0,11.0,16.0,54.0,5.0,1.0
United Kingdom,2021.0,11.0,7.0,1.0,2.0,20.0,7.0,6.0,31.0,5.0,7.0,3.0,1.0,3.0,1.0,4.0,0.0,0.0,4.0,3.0,3.0,2.0,10.0,1.0,1.0
United States,2015.0,12.0,4.0,4.0,1.0,13.0,1.0,6.0,15.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,6.0,4.0,0.0,3.0,4.0,2.0,1.0
United States,2016.0,14.0,9.0,6.0,11.0,39.0,19.0,18.0,40.0,9.0,4.0,5.0,3.0,5.0,2.0,9.0,1.0,0.0,14.0,3.0,1.0,3.0,19.0,1.0,1.0
United States,2017.0,43.0,17.0,8.0,10.0,81.0,37.0,28.0,100.0,13.0,17.0,5.0,11.0,4.0,4.0,14.0,0.0,0.0,42.0,7.0,4.0,5.0,41.0,4.0,2.0
United States,2018.0,60.0,19.0,6.0,18.0,136.0,41.0,28.0,175.0,15.0,22.0,11.0,30.0,8.0,11.0,22.0,0.0,0.0,63.0,15.0,5.0,10.0,73.0,8.0,0.0
United States,2019.0,42.0,22.0,20.0,13.0,97.0,24.0,30.0,111.0,34.0,22.0,5.0,20.0,8.0,1.0,17.0,0.0,0.0,37.0,8.0,7.0,3.0,40.0,5.0,2.0
United States,2020.0,42.0,23.0,22.0,9.0,98.0,31.0,38.0,145.0,28.0,14.0,4.0,17.0,10.0,4.0,23.0,0.0,1.0,50.0,15.0,12.0,16.0,58.0,3.0,2.0
United States,2021.0,6.0,4.0,1.0,1.0,9.0,4.0,4.0,16.0,1.0,4.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,1.0,2.0,4.0,1.0,0.0
