Country_Availability,Year,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western
Japan,2020.0,20.0,0.0,14.0,27.0,3.0,42.0,18.0,19.0,65.0,18.0,16.0,2.0,6.0,15.0,6.0,3.0,23.0,0.0,19.0,24.0,16.0,2.0,1.0,1.0,26.0,1.0,0.0
Japan,2021.0,4.0,0.0,2.0,9.0,1.0,8.0,3.0,5.0,8.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
Lithuania,2015.0,6.0,0.0,7.0,10.0,1.0,15.0,7.0,0.0,16.0,9.0,6.0,0.0,1.0,2.0,1.0,0.0,7.0,0.0,0.0,6.0,7.0,1.0,0.0,0.0,5.0,0.0,0.0
Lithuania,2016.0,14.0,0.0,13.0,17.0,4.0,21.0,6.0,7.0,36.0,8.0,12.0,0.0,6.0,2.0,2.0,4.0,7.0,0.0,3.0,13.0,11.0,4.0,0.0,0.0,5.0,1.0,1.0
Lithuania,2017.0,20.0,0.0,13.0,24.0,3.0,26.0,10.0,10.0,34.0,15.0,13.0,0.0,3.0,6.0,2.0,0.0,7.0,0.0,2.0,7.0,8.0,4.0,0.0,0.0,12.0,0.0,1.0
Lithuania,2018.0,16.0,0.0,8.0,19.0,0.0,28.0,17.0,13.0,43.0,6.0,14.0,1.0,4.0,9.0,2.0,2.0,8.0,0.0,5.0,14.0,13.0,3.0,0.0,4.0,15.0,2.0,0.0
Lithuania,2019.0,15.0,0.0,15.0,19.0,4.0,29.0,19.0,9.0,55.0,7.0,16.0,3.0,5.0,8.0,4.0,1.0,8.0,0.0,10.0,16.0,9.0,2.0,1.0,0.0,15.0,2.0,0.0
Lithuania,2020.0,15.0,0.0,11.0,13.0,3.0,35.0,16.0,19.0,54.0,15.0,12.0,2.0,7.0,13.0,5.0,2.0,20.0,0.0,19.0,20.0,12.0,2.0,1.0,1.0,24.0,1.0,0.0
Lithuania,2021.0,0.0,0.0,1.0,2.0,1.0,5.0,2.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Malaysia,2015.0,6.0,0.0,7.0,10.0,1.0,17.0,6.0,0.0,16.0,9.0,7.0,0.0,1.0,2.0,1.0,0.0,6.0,0.0,0.0,5.0,6.0,1.0,1.0,0.0,4.0,0.0,0.0
Malaysia,2016.0,17.0,0.0,15.0,24.0,4.0,25.0,5.0,7.0,36.0,11.0,16.0,0.0,6.0,3.0,2.0,5.0,6.0,0.0,3.0,10.0,15.0,3.0,0.0,0.0,5.0,2.0,1.0
Malaysia,2017.0,26.0,0.0,17.0,32.0,2.0,31.0,9.0,8.0,34.0,13.0,18.0,0.0,1.0,7.0,2.0,0.0,9.0,0.0,1.0,8.0,9.0,5.0,0.0,0.0,11.0,1.0,1.0
Malaysia,2018.0,20.0,0.0,10.0,24.0,0.0,32.0,18.0,13.0,45.0,6.0,19.0,1.0,4.0,11.0,1.0,2.0,10.0,0.0,5.0,17.0,15.0,3.0,0.0,4.0,16.0,2.0,0.0
Malaysia,2019.0,24.0,0.0,19.0,34.0,4.0,37.0,18.0,10.0,67.0,8.0,23.0,3.0,8.0,9.0,4.0,1.0,10.0,0.0,10.0,22.0,13.0,2.0,4.0,0.0,18.0,2.0,0.0
Malaysia,2020.0,21.0,0.0,15.0,16.0,3.0,51.0,19.0,17.0,72.0,20.0,16.0,3.0,7.0,15.0,7.0,4.0,22.0,1.0,20.0,33.0,14.0,3.0,2.0,2.0,31.0,2.0,0.0
Malaysia,2021.0,0.0,0.0,1.0,2.0,1.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Mexico,2015.0,7.0,0.0,8.0,11.0,1.0,14.0,6.0,0.0,13.0,8.0,6.0,0.0,1.0,2.0,1.0,0.0,7.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,5.0,1.0,0.0
Mexico,2016.0,14.0,0.0,13.0,16.0,3.0,20.0,6.0,8.0,29.0,9.0,13.0,0.0,5.0,1.0,1.0,4.0,9.0,0.0,3.0,2.0,11.0,4.0,0.0,0.0,7.0,1.0,1.0
Mexico,2017.0,21.0,0.0,14.0,27.0,1.0,26.0,12.0,5.0,31.0,12.0,14.0,0.0,1.0,5.0,2.0,0.0,6.0,0.0,2.0,6.0,10.0,4.0,0.0,0.0,9.0,0.0,1.0
Mexico,2018.0,18.0,0.0,9.0,22.0,0.0,20.0,18.0,14.0,39.0,7.0,13.0,1.0,4.0,9.0,2.0,4.0,6.0,0.0,5.0,6.0,16.0,3.0,2.0,4.0,16.0,2.0,0.0
Mexico,2019.0,15.0,0.0,17.0,20.0,4.0,27.0,19.0,9.0,56.0,8.0,18.0,3.0,5.0,9.0,4.0,1.0,9.0,0.0,10.0,12.0,11.0,2.0,1.0,0.0,16.0,3.0,0.0
Mexico,2020.0,14.0,0.0,12.0,13.0,3.0,31.0,16.0,19.0,53.0,15.0,11.0,2.0,6.0,13.0,5.0,2.0,20.0,0.0,19.0,14.0,12.0,2.0,1.0,1.0,24.0,1.0,0.0
Mexico,2021.0,0.0,0.0,1.0,2.0,1.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Netherlands,2015.0,7.0,0.0,8.0,11.0,1.0,15.0,8.0,0.0,17.0,9.0,6.0,0.0,1.0,2.0,1.0,0.0,7.0,0.0,0.0,6.0,8.0,1.0,0.0,0.0,6.0,0.0,0.0
Netherlands,2016.0,18.0,0.0,15.0,21.0,2.0,22.0,7.0,6.0,32.0,9.0,16.0,0.0,3.0,3.0,2.0,4.0,10.0,0.0,3.0,5.0,14.0,3.0,0.0,0.0,7.0,1.0,1.0
Netherlands,2017.0,18.0,0.0,13.0,27.0,1.0,22.0,10.0,3.0,21.0,13.0,14.0,0.0,0.0,6.0,2.0,0.0,7.0,0.0,1.0,4.0,7.0,4.0,0.0,0.0,11.0,0.0,1.0
Netherlands,2018.0,17.0,0.0,8.0,22.0,0.0,26.0,17.0,13.0,38.0,6.0,16.0,1.0,4.0,9.0,1.0,3.0,8.0,0.0,5.0,10.0,13.0,3.0,0.0,4.0,16.0,2.0,0.0
Netherlands,2019.0,14.0,0.0,14.0,19.0,4.0,28.0,19.0,9.0,51.0,7.0,15.0,3.0,5.0,7.0,4.0,1.0,9.0,0.0,10.0,14.0,10.0,1.0,1.0,0.0,14.0,3.0,0.0
Netherlands,2020.0,17.0,0.0,14.0,15.0,3.0,38.0,22.0,19.0,60.0,17.0,13.0,2.0,7.0,13.0,5.0,2.0,21.0,0.0,18.0,20.0,12.0,2.0,1.0,1.0,30.0,1.0,0.0
Netherlands,2021.0,0.0,0.0,1.0,2.0,1.0,5.0,2.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Poland,2015.0,6.0,0.0,7.0,10.0,1.0,15.0,7.0,0.0,15.0,9.0,6.0,0.0,1.0,2.0,1.0,0.0,7.0,0.0,0.0,5.0,7.0,1.0,0.0,0.0,5.0,0.0,0.0
Poland,2016.0,13.0,0.0,12.0,17.0,3.0,18.0,3.0,7.0,24.0,8.0,13.0,0.0,4.0,1.0,2.0,3.0,6.0,0.0,3.0,5.0,11.0,2.0,0.0,0.0,3.0,1.0,1.0
Poland,2017.0,18.0,0.0,12.0,24.0,2.0,20.0,9.0,6.0,20.0,14.0,13.0,0.0,2.0,6.0,2.0,0.0,6.0,0.0,3.0,4.0,7.0,3.0,0.0,0.0,10.0,0.0,1.0
Poland,2018.0,16.0,0.0,8.0,20.0,0.0,26.0,15.0,13.0,36.0,6.0,15.0,1.0,4.0,8.0,1.0,3.0,7.0,0.0,5.0,10.0,12.0,3.0,0.0,4.0,14.0,2.0,0.0
Poland,2019.0,14.0,0.0,14.0,18.0,4.0,28.0,18.0,9.0,51.0,7.0,15.0,3.0,5.0,8.0,4.0,1.0,8.0,0.0,10.0,14.0,9.0,2.0,1.0,0.0,15.0,2.0,0.0
Poland,2020.0,16.0,0.0,11.0,14.0,3.0,37.0,16.0,19.0,54.0,15.0,12.0,2.0,8.0,13.0,5.0,2.0,20.0,0.0,19.0,21.0,12.0,2.0,1.0,1.0,24.0,2.0,0.0
Poland,2021.0,0.0,0.0,1.0,2.0,1.0,5.0,4.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Portugal,2015.0,7.0,0.0,7.0,11.0,1.0,15.0,7.0,0.0,16.0,7.0,6.0,0.0,1.0,2.0,1.0,0.0,7.0,0.0,0.0,5.0,8.0,1.0,0.0,0.0,6.0,0.0,0.0
Portugal,2016.0,19.0,0.0,15.0,21.0,4.0,23.0,6.0,7.0,31.0,9.0,15.0,0.0,6.0,1.0,2.0,4.0,9.0,0.0,3.0,6.0,13.0,3.0,0.0,0.0,7.0,2.0,1.0
Portugal,2017.0,19.0,0.0,12.0,25.0,1.0,21.0,8.0,2.0,20.0,14.0,13.0,0.0,0.0,6.0,2.0,0.0,6.0,0.0,1.0,4.0,8.0,4.0,0.0,0.0,10.0,0.0,1.0
Portugal,2018.0,17.0,0.0,7.0,20.0,0.0,25.0,17.0,13.0,37.0,6.0,15.0,1.0,4.0,9.0,2.0,4.0,7.0,0.0,5.0,9.0,13.0,3.0,0.0,4.0,15.0,2.0,0.0
Portugal,2019.0,14.0,0.0,15.0,18.0,4.0,29.0,19.0,9.0,54.0,7.0,15.0,3.0,5.0,8.0,4.0,1.0,9.0,0.0,10.0,14.0,9.0,2.0,1.0,0.0,15.0,2.0,0.0
Portugal,2020.0,16.0,0.0,12.0,13.0,3.0,35.0,17.0,19.0,56.0,15.0,12.0,2.0,7.0,13.0,5.0,2.0,20.0,0.0,19.0,20.0,12.0,2.0,1.0,1.0,24.0,1.0,0.0
Portugal,2021.0,0.0,0.0,1.0,2.0,1.0,5.0,2.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Romania,2015.0,6.0,0.0,7.0,10.0,1.0,15.0,7.0,0.0,16.0,9.0,6.0,0.0,1.0,2.0,1.0,0.0,7.0,0.0,0.0,6.0,7.0,1.0,0.0,0.0,5.0,0.0,0.0
Romania,2016.0,14.0,0.0,13.0,17.0,3.0,18.0,6.0,7.0,31.0,8.0,12.0,0.0,5.0,1.0,2.0,4.0,6.0,0.0,3.0,10.0,11.0,3.0,0.0,0.0,4.0,1.0,1.0
Romania,2017.0,18.0,0.0,12.0,24.0,3.0,20.0,9.0,7.0,20.0,14.0,13.0,0.0,2.0,6.0,2.0,0.0,6.0,0.0,2.0,4.0,7.0,3.0,0.0,0.0,10.0,0.0,1.0
Romania,2018.0,16.0,0.0,8.0,19.0,0.0,28.0,17.0,13.0,43.0,6.0,14.0,1.0,4.0,9.0,2.0,2.0,8.0,0.0,5.0,14.0,13.0,3.0,0.0,4.0,15.0,2.0,0.0
Romania,2019.0,15.0,0.0,15.0,19.0,4.0,29.0,19.0,9.0,55.0,7.0,16.0,3.0,5.0,8.0,4.0,1.0,8.0,0.0,10.0,16.0,9.0,2.0,1.0,0.0,15.0,2.0,0.0
Romania,2020.0,15.0,0.0,11.0,13.0,3.0,35.0,16.0,20.0,54.0,15.0,12.0,2.0,7.0,13.0,5.0,2.0,20.0,0.0,19.0,20.0,12.0,2.0,1.0,1.0,24.0,1.0,0.0
Romania,2021.0,0.0,0.0,1.0,2.0,1.0,5.0,2.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Russia,2015.0,5.0,0.0,6.0,9.0,1.0,15.0,7.0,0.0,15.0,9.0,6.0,0.0,1.0,2.0,1.0,0.0,7.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,5.0,0.0,0.0
Russia,2016.0,16.0,0.0,14.0,19.0,3.0,25.0,6.0,7.0,38.0,10.0,14.0,0.0,5.0,2.0,2.0,5.0,8.0,0.0,3.0,12.0,12.0,5.0,0.0,0.0,5.0,1.0,1.0
Russia,2017.0,20.0,0.0,14.0,25.0,3.0,27.0,10.0,10.0,34.0,15.0,13.0,0.0,3.0,6.0,2.0,0.0,7.0,0.0,3.0,7.0,8.0,6.0,0.0,0.0,12.0,0.0,1.0
Russia,2018.0,16.0,0.0,8.0,19.0,0.0,30.0,17.0,13.0,42.0,6.0,14.0,1.0,4.0,9.0,1.0,2.0,9.0,0.0,5.0,16.0,14.0,3.0,0.0,4.0,16.0,2.0,0.0
Russia,2019.0,15.0,0.0,15.0,20.0,4.0,29.0,19.0,9.0,55.0,7.0,16.0,3.0,5.0,8.0,4.0,1.0,8.0,0.0,10.0,16.0,9.0,2.0,1.0,0.0,15.0,2.0,0.0
Russia,2020.0,15.0,0.0,11.0,13.0,3.0,36.0,16.0,19.0,56.0,15.0,12.0,2.0,7.0,13.0,5.0,2.0,20.0,0.0,19.0,21.0,12.0,2.0,1.0,1.0,24.0,1.0,0.0
Russia,2021.0,0.0,0.0,1.0,2.0,1.0,5.0,2.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Singapore,2015.0,6.0,0.0,6.0,9.0,1.0,16.0,6.0,0.0,15.0,8.0,6.0,0.0,1.0,2.0,1.0,0.0,6.0,0.0,0.0,4.0,6.0,1.0,1.0,0.0,4.0,0.0,0.0
Singapore,2016.0,17.0,0.0,16.0,24.0,4.0,28.0,4.0,7.0,39.0,10.0,17.0,0.0,5.0,3.0,2.0,4.0,6.0,0.0,3.0,13.0,15.0,5.0,0.0,0.0,5.0,2.0,1.0
Singapore,2017.0,26.0,0.0,17.0,33.0,2.0,29.0,9.0,8.0,31.0,13.0,18.0,0.0,1.0,7.0,2.0,0.0,9.0,0.0,1.0,7.0,9.0,5.0,0.0,0.0,11.0,1.0,1.0
Singapore,2018.0,20.0,0.0,10.0,24.0,0.0,32.0,18.0,13.0,45.0,6.0,19.0,1.0,4.0,11.0,1.0,2.0,10.0,0.0,5.0,17.0,15.0,3.0,0.0,4.0,16.0,2.0,0.0
Singapore,2019.0,24.0,0.0,19.0,33.0,4.0,36.0,19.0,9.0,65.0,8.0,23.0,3.0,7.0,9.0,4.0,1.0,10.0,0.0,10.0,20.0,13.0,2.0,4.0,0.0,18.0,2.0,0.0
Singapore,2020.0,21.0,0.0,15.0,16.0,3.0,51.0,19.0,18.0,72.0,20.0,16.0,3.0,7.0,15.0,7.0,4.0,22.0,1.0,20.0,33.0,14.0,3.0,2.0,2.0,31.0,2.0,0.0
Singapore,2021.0,0.0,0.0,1.0,2.0,1.0,5.0,2.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Slovakia,2015.0,6.0,0.0,7.0,10.0,1.0,15.0,7.0,0.0,16.0,9.0,6.0,0.0,1.0,2.0,1.0,0.0,7.0,0.0,0.0,6.0,7.0,1.0,0.0,0.0,5.0,0.0,0.0
Slovakia,2016.0,14.0,0.0,13.0,17.0,4.0,21.0,6.0,7.0,36.0,8.0,12.0,0.0,6.0,2.0,2.0,4.0,7.0,0.0,3.0,13.0,11.0,4.0,0.0,0.0,5.0,1.0,1.0
Slovakia,2017.0,20.0,0.0,13.0,24.0,3.0,26.0,10.0,10.0,34.0,15.0,13.0,0.0,3.0,6.0,2.0,0.0,7.0,0.0,2.0,7.0,8.0,4.0,0.0,0.0,12.0,0.0,1.0
Slovakia,2018.0,16.0,0.0,8.0,19.0,0.0,28.0,17.0,13.0,43.0,6.0,14.0,1.0,4.0,9.0,2.0,2.0,8.0,0.0,5.0,14.0,13.0,3.0,0.0,4.0,15.0,2.0,0.0
Slovakia,2019.0,15.0,0.0,15.0,19.0,4.0,29.0,19.0,9.0,55.0,7.0,16.0,3.0,5.0,8.0,4.0,1.0,8.0,0.0,10.0,16.0,9.0,2.0,1.0,0.0,15.0,2.0,0.0
Slovakia,2020.0,15.0,0.0,11.0,13.0,3.0,35.0,16.0,20.0,54.0,15.0,12.0,2.0,7.0,13.0,5.0,2.0,20.0,0.0,19.0,20.0,12.0,2.0,1.0,1.0,24.0,1.0,0.0
Slovakia,2021.0,0.0,0.0,1.0,2.0,1.0,5.0,2.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
South Africa,2015.0,6.0,0.0,8.0,12.0,1.0,18.0,7.0,0.0,15.0,9.0,7.0,0.0,1.0,2.0,1.0,0.0,7.0,0.0,0.0,6.0,7.0,1.0,0.0,0.0,5.0,0.0,0.0
South Africa,2016.0,14.0,0.0,12.0,19.0,3.0,24.0,5.0,6.0,38.0,8.0,14.0,0.0,6.0,2.0,3.0,5.0,4.0,0.0,4.0,13.0,10.0,4.0,0.0,0.0,3.0,2.0,1.0
South Africa,2017.0,20.0,0.0,13.0,24.0,3.0,28.0,10.0,9.0,33.0,14.0,12.0,0.0,3.0,5.0,2.0,0.0,7.0,0.0,2.0,8.0,7.0,4.0,1.0,0.0,10.0,0.0,1.0
South Africa,2018.0,18.0,0.0,8.0,21.0,0.0,30.0,17.0,13.0,43.0,6.0,16.0,1.0,4.0,11.0,1.0,2.0,9.0,0.0,5.0,17.0,15.0,3.0,0.0,4.0,17.0,2.0,0.0
South Africa,2019.0,16.0,0.0,16.0,20.0,4.0,30.0,20.0,9.0,56.0,7.0,16.0,3.0,5.0,8.0,4.0,1.0,9.0,0.0,10.0,16.0,10.0,2.0,1.0,0.0,15.0,2.0,0.0
South Africa,2020.0,14.0,0.0,11.0,13.0,3.0,43.0,16.0,20.0,63.0,17.0,14.0,2.0,7.0,13.0,5.0,2.0,20.0,0.0,20.0,25.0,13.0,2.0,1.0,1.0,25.0,1.0,0.0
South Africa,2021.0,0.0,0.0,1.0,2.0,1.0,5.0,2.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
South Korea,2015.0,7.0,0.0,9.0,13.0,1.0,18.0,6.0,0.0,18.0,8.0,8.0,0.0,1.0,2.0,2.0,0.0,6.0,0.0,0.0,10.0,7.0,1.0,1.0,0.0,4.0,0.0,0.0
South Korea,2016.0,13.0,0.0,12.0,20.0,4.0,23.0,4.0,7.0,32.0,10.0,14.0,0.0,5.0,2.0,2.0,4.0,7.0,0.0,3.0,8.0,12.0,5.0,0.0,0.0,4.0,2.0,1.0
South Korea,2017.0,18.0,0.0,13.0,32.0,1.0,28.0,8.0,2.0,29.0,11.0,17.0,0.0,0.0,4.0,4.0,0.0,6.0,0.0,1.0,9.0,7.0,5.0,0.0,0.0,7.0,1.0,1.0
South Korea,2018.0,17.0,1.0,11.0,25.0,0.0,26.0,16.0,13.0,40.0,6.0,17.0,1.0,4.0,9.0,3.0,1.0,9.0,0.0,5.0,12.0,16.0,3.0,1.0,4.0,16.0,2.0,0.0
South Korea,2019.0,13.0,0.0,14.0,22.0,4.0,29.0,17.0,9.0,51.0,8.0,18.0,4.0,6.0,7.0,3.0,1.0,9.0,0.0,9.0,16.0,8.0,2.0,3.0,1.0,15.0,2.0,0.0
South Korea,2020.0,14.0,0.0,9.0,14.0,3.0,28.0,13.0,17.0,57.0,14.0,12.0,2.0,7.0,12.0,7.0,2.0,20.0,0.0,19.0,19.0,11.0,2.0,1.0,1.0,20.0,3.0,0.0
South Korea,2021.0,1.0,0.0,1.0,2.0,1.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Spain,2015.0,6.0,0.0,7.0,12.0,1.0,16.0,7.0,0.0,16.0,8.0,7.0,0.0,1.0,2.0,1.0,0.0,7.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,6.0,0.0,0.0
Spain,2016.0,17.0,0.0,13.0,21.0,4.0,23.0,5.0,8.0,29.0,9.0,15.0,0.0,6.0,1.0,2.0,4.0,9.0,0.0,3.0,6.0,12.0,4.0,0.0,0.0,7.0,2.0,1.0
Spain,2017.0,19.0,0.0,12.0,25.0,2.0,22.0,9.0,5.0,24.0,13.0,14.0,0.0,2.0,6.0,2.0,0.0,6.0,0.0,2.0,4.0,8.0,4.0,0.0,0.0,10.0,0.0,1.0
Spain,2018.0,17.0,0.0,7.0,20.0,0.0,25.0,17.0,13.0,37.0,6.0,15.0,1.0,4.0,9.0,2.0,4.0,7.0,0.0,5.0,9.0,13.0,3.0,0.0,4.0,15.0,2.0,0.0
Spain,2019.0,14.0,0.0,15.0,18.0,4.0,28.0,18.0,9.0,54.0,7.0,15.0,3.0,5.0,8.0,4.0,1.0,8.0,0.0,10.0,14.0,9.0,2.0,1.0,0.0,15.0,2.0,0.0
Spain,2020.0,16.0,0.0,12.0,14.0,3.0,35.0,17.0,19.0,56.0,16.0,12.0,2.0,7.0,13.0,5.0,2.0,20.0,0.0,19.0,20.0,12.0,2.0,1.0,1.0,24.0,1.0,0.0
Spain,2021.0,0.0,0.0,1.0,2.0,1.0,5.0,2.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Sweden,2015.0,6.0,0.0,7.0,10.0,1.0,15.0,7.0,0.0,15.0,8.0,6.0,0.0,1.0,2.0,1.0,0.0,7.0,0.0,0.0,5.0,7.0,1.0,0.0,0.0,5.0,0.0,0.0
Sweden,2016.0,15.0,0.0,10.0,17.0,2.0,20.0,7.0,6.0,29.0,7.0,13.0,0.0,3.0,2.0,2.0,3.0,7.0,0.0,3.0,5.0,8.0,1.0,0.0,0.0,6.0,1.0,1.0
Sweden,2017.0,20.0,0.0,13.0,25.0,2.0,23.0,9.0,6.0,21.0,12.0,14.0,0.0,2.0,6.0,2.0,0.0,5.0,0.0,2.0,5.0,7.0,3.0,1.0,0.0,10.0,0.0,1.0
Sweden,2018.0,17.0,0.0,8.0,20.0,0.0,26.0,16.0,13.0,36.0,6.0,15.0,1.0,4.0,8.0,1.0,3.0,8.0,0.0,5.0,10.0,13.0,3.0,0.0,4.0,16.0,2.0,0.0
Sweden,2019.0,13.0,0.0,13.0,20.0,4.0,27.0,19.0,9.0,52.0,9.0,14.0,3.0,5.0,8.0,4.0,1.0,9.0,0.0,10.0,14.0,10.0,2.0,1.0,0.0,14.0,2.0,0.0
Sweden,2020.0,16.0,0.0,12.0,13.0,3.0,37.0,18.0,19.0,58.0,15.0,12.0,2.0,8.0,13.0,5.0,2.0,20.0,0.0,18.0,20.0,12.0,2.0,1.0,1.0,27.0,1.0,1.0
Sweden,2021.0,0.0,0.0,1.0,2.0,1.0,5.0,2.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Switzerland,2015.0,6.0,0.0,6.0,10.0,1.0,16.0,8.0,0.0,15.0,9.0,6.0,0.0,1.0,2.0,1.0,0.0,6.0,0.0,0.0,5.0,7.0,1.0,0.0,0.0,6.0,0.0,0.0
Switzerland,2016.0,21.0,0.0,11.0,25.0,3.0,29.0,6.0,7.0,33.0,12.0,17.0,0.0,5.0,3.0,2.0,4.0,12.0,0.0,3.0,6.0,16.0,3.0,0.0,0.0,8.0,1.0,1.0
Switzerland,2017.0,18.0,0.0,15.0,27.0,1.0,24.0,10.0,4.0,23.0,15.0,15.0,0.0,0.0,5.0,2.0,0.0,7.0,0.0,3.0,4.0,7.0,4.0,0.0,0.0,10.0,0.0,1.0
Switzerland,2018.0,21.0,0.0,12.0,26.0,0.0,27.0,17.0,13.0,44.0,7.0,19.0,1.0,4.0,9.0,2.0,3.0,9.0,0.0,5.0,15.0,15.0,3.0,1.0,4.0,17.0,2.0,0.0
Switzerland,2019.0,16.0,0.0,17.0,24.0,4.0,30.0,22.0,10.0,57.0,8.0,18.0,3.0,5.0,9.0,4.0,1.0,10.0,0.0,10.0,16.0,10.0,2.0,1.0,0.0,15.0,2.0,0.0
Switzerland,2020.0,15.0,0.0,15.0,17.0,4.0,41.0,20.0,19.0,58.0,18.0,13.0,2.0,7.0,14.0,6.0,2.0,22.0,0.0,19.0,21.0,12.0,3.0,1.0,1.0,25.0,1.0,0.0
Switzerland,2021.0,0.0,0.0,1.0,2.0,1.0,5.0,2.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Thailand,2015.0,6.0,0.0,7.0,10.0,1.0,17.0,6.0,0.0,18.0,9.0,7.0,0.0,1.0,2.0,1.0,0.0,6.0,0.0,0.0,5.0,6.0,1.0,1.0,0.0,4.0,0.0,0.0
Thailand,2016.0,16.0,0.0,15.0,25.0,4.0,25.0,5.0,7.0,38.0,11.0,16.0,0.0,5.0,3.0,2.0,5.0,7.0,0.0,3.0,11.0,15.0,4.0,0.0,0.0,5.0,2.0,1.0
Thailand,2017.0,24.0,0.0,16.0,33.0,2.0,27.0,10.0,6.0,29.0,12.0,18.0,0.0,0.0,7.0,2.0,0.0,8.0,0.0,1.0,6.0,8.0,4.0,0.0,0.0,9.0,1.0,1.0
Thailand,2018.0,20.0,0.0,10.0,24.0,0.0,32.0,18.0,13.0,45.0,6.0,19.0,1.0,4.0,11.0,1.0,2.0,10.0,0.0,5.0,17.0,15.0,3.0,0.0,4.0,16.0,2.0,0.0
Thailand,2019.0,23.0,0.0,19.0,33.0,4.0,36.0,21.0,9.0,68.0,8.0,24.0,3.0,8.0,11.0,4.0,1.0,12.0,0.0,10.0,22.0,12.0,2.0,4.0,0.0,19.0,2.0,0.0
Thailand,2020.0,18.0,0.0,13.0,16.0,3.0,46.0,19.0,18.0,68.0,19.0,15.0,2.0,7.0,15.0,7.0,3.0,22.0,0.0,20.0,29.0,14.0,2.0,1.0,1.0,32.0,2.0,0.0
Thailand,2021.0,0.0,0.0,1.0,2.0,1.0,5.0,3.0,5.0,4.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Turkey,2015.0,3.0,0.0,5.0,9.0,1.0,14.0,5.0,0.0,12.0,9.0,6.0,0.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0
Turkey,2016.0,14.0,0.0,11.0,19.0,4.0,20.0,3.0,7.0,25.0,8.0,15.0,0.0,5.0,1.0,3.0,4.0,5.0,0.0,3.0,6.0,10.0,2.0,0.0,0.0,3.0,2.0,1.0
Turkey,2017.0,19.0,0.0,13.0,25.0,2.0,23.0,10.0,6.0,21.0,13.0,13.0,0.0,2.0,5.0,2.0,0.0,7.0,0.0,3.0,6.0,8.0,3.0,0.0,0.0,8.0,0.0,1.0
